"0","funes2 %>% "
"0","  str_extract_all(""a|e|i|o|u"")"
"1","[[1]]
"
"1","  [1]"
"1"," ""o"""
"1"," ""e"""
"1"," ""u"""
"1"," ""e"""
"1"," ""o"""
"1"," ""o"""
"1"," ""o"""
"1"," ""e"""
"1"," ""o"""
"1"," ""e"""
"1"," ""e"""
"1"," ""o"""
"1"," ""a"""
"1"," ""o"""
"1"," ""u"""
"1"," ""i"""
"1"," ""a"""
"1"," ""e"""
"1"," ""e"""
"1"," ""e"""
"1"," ""o"""
"1"," ""a"""
"1","
"
"1"," [23]"
"1"," ""a"""
"1"," ""o"""
"1"," ""o"""
"1"," ""u"""
"1"," ""o"""
"1"," ""e"""
"1"," ""e"""
"1"," ""a"""
"1"," ""i"""
"1"," ""e"""
"1"," ""a"""
"1"," ""u"""
"1"," ""o"""
"1"," ""e"""
"1"," ""e"""
"1"," ""o"""
"1"," ""e"""
"1"," ""e"""
"1"," ""o"""
"1"," ""e"""
"1"," ""a"""
"1"," ""u"""
"1","
"
"1"," [45]"
"1"," ""e"""
"1"," ""o"""
"1"," ""o"""
"1"," ""u"""
"1"," ""a"""
"1"," ""o"""
"1"," ""u"""
"1"," ""a"""
"1"," ""a"""
"1"," ""i"""
"1"," ""o"""
"1"," ""a"""
"1"," ""i"""
"1"," ""a"""
"1"," ""e"""
"1"," ""a"""
"1"," ""a"""
"1"," ""o"""
"1"," ""i"""
"1"," ""o"""
"1"," ""a"""
"1"," ""o"""
"1","
"
"1"," [67]"
"1"," ""o"""
"1"," ""a"""
"1"," ""i"""
"1"," ""e"""
"1"," ""a"""
"1"," ""a"""
"1"," ""i"""
"1"," ""o"""
"1"," ""a"""
"1"," ""u"""
"1"," ""u"""
"1"," ""e"""
"1"," ""a"""
"1"," ""i"""
"1"," ""a"""
"1"," ""a"""
"1"," ""e"""
"1"," ""e"""
"1"," ""e"""
"1"," ""e"""
"1"," ""u"""
"1"," ""o"""
"1","
"
"1"," [89]"
"1"," ""e"""
"1"," ""a"""
"1"," ""a"""
"1"," ""a"""
"1"," ""e"""
"1"," ""e"""
"1"," ""a"""
"1"," ""o"""
"1"," ""e"""
"1"," ""o"""
"1"," ""a"""
"1"," ""u"""
"1"," ""a"""
"1"," ""i"""
"1"," ""a"""
"1"," ""e"""
"1"," ""e"""
"1"," ""a"""
"1"," ""o"""
"1"," ""e"""
"1"," ""u"""
"1"," ""e"""
"1","
"
"1","[111]"
"1"," ""o"""
"1"," ""a"""
"1"," ""a"""
"1"," ""a"""
"1"," ""a"""
"1"," ""i"""
"1"," ""u"""
"1"," ""a"""
"1"," ""a"""
"1"," ""i"""
"1"," ""i"""
"1"," ""a"""
"1"," ""a"""
"1"," ""i"""
"1"," ""u"""
"1"," ""a"""
"1"," ""e"""
"1"," ""e"""
"1"," ""e"""
"1"," ""o"""
"1"," ""a"""
"1"," ""e"""
"1","
"
"1","[133]"
"1"," ""e"""
"1"," ""i"""
"1"," ""a"""
"1"," ""i"""
"1"," ""o"""
"1"," ""e"""
"1"," ""u"""
"1"," ""e"""
"1"," ""o"""
"1"," ""e"""
"1"," ""o"""
"1"," ""u"""
"1"," ""a"""
"1"," ""o"""
"1"," ""a"""
"1"," ""i"""
"1"," ""a"""
"1"," ""a"""
"1"," ""e"""
"1"," ""e"""
"1"," ""a"""
"1"," ""o"""
"1","
"
"1","[155]"
"1"," ""e"""
"1"," ""u"""
"1"," ""e"""
"1"," ""o"""
"1"," ""e"""
"1"," ""a"""
"1"," ""e"""
"1"," ""e"""
"1"," ""a"""
"1"," ""a"""
"1"," ""o"""
"1"," ""u"""
"1"," ""a"""
"1"," ""e"""
"1"," ""o"""
"1"," ""a"""
"1"," ""a"""
"1"," ""a"""
"1"," ""e"""
"1"," ""a"""
"1"," ""a"""
"1"," ""a"""
"1","
"
"1","[177]"
"1"," ""i"""
"1"," ""e"""
"1"," ""a"""
"1"," ""e"""
"1"," ""u"""
"1"," ""e"""
"1"," ""o"""
"1"," ""e"""
"1"," ""a"""
"1"," ""e"""
"1"," ""a"""
"1"," ""a"""
"1"," ""e"""
"1"," ""a"""
"1"," ""a"""
"1"," ""a"""
"1"," ""u"""
"1"," ""a"""
"1"," ""e"""
"1"," ""e"""
"1"," ""a"""
"1"," ""a"""
"1","
"
"1","[199]"
"1"," ""a"""
"1"," ""i"""
"1"," ""a"""
"1"," ""o"""
"1"," ""u"""
"1"," ""a"""
"1"," ""o"""
"1"," ""a"""
"1"," ""i"""
"1"," ""a"""
"1"," ""e"""
"1"," ""a"""
"1"," ""u"""
"1"," ""e"""
"1"," ""e"""
"1"," ""u"""
"1"," ""e"""
"1"," ""o"""
"1"," ""a"""
"1"," ""a"""
"1"," ""e"""
"1"," ""e"""
"1","
"
"1","[221]"
"1"," ""u"""
"1"," ""o"""
"1"," ""a"""
"1"," ""o"""
"1"," ""a"""
"1"," ""u"""
"1"," ""a"""
"1"," ""a"""
"1"," ""e"""
